DisNo.,Classification Key,Event Name,ISO,Country,Subregion,Region,Location,Latitude,Longitude,OFDA/BHA Response,Appeal,Declaration,Magnitude,Magnitude Scale,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CategoryFilter,MapsTooltip - Hidden - StringFilter,MapsLat - Hidden - NoFilter,MapsLong - Hidden - NoFilter,CategoryFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,StringFilter,,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,StringFilter,CSVFilter,CSVFilter,StringFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,StringFilter,StringFilter,StringFilter,CategoryFilter,
2021-9148-ZAF,nat-cli-dro-dro,,ZAF,South Africa,Sub-Saharan Africa,Africa,,,,No,No,No,,,2021,3,,2021,3,,12000000,12000000,,,,,,,88.92949348,,2021-03-16,2023-09-25,,
2021-9359-MOZ,nat-cli-dro-dro,,MOZ,Mozambique,Sub-Saharan Africa,Africa,"Cabo Delgado, Niassa and Nampula provinces",-15.1266347,39.2687161,No,No,No,,,2021,6,,2022,11,,1562771,1562771,,,,,,,88.92949348,"[{""adm1_code"":2112,""adm1_name"":""Cabo Delgado""},{""adm1_code"":2118,""adm1_name"":""Nampula""},{""adm1_code"":2119,""adm1_name"":""Niassa""}]",2021-06-28,2023-09-25,,
2021-9459-KAZ,nat-cli-dro-dro,,KAZ,Kazakhstan,Central Asia,Asia,"Mangistau, Turkestan and Kyzylorda regions",43.6895062,51.3042517,No,No,No,,,2021,6,,2021,7,,71000,71000,,,,,,,88.92949348,"[{""adm1_code"":1721,""adm1_name"":""Kyzylordinskaya""},{""adm1_code"":1724,""adm1_name"":""Mangistauskaya""},{""adm1_code"":1728,""adm1_name"":""Yujno-kazachstanskaya""}]",2021-07-29,2023-09-25,,
2021-9510-IRN,nat-cli-dro-dro,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Sistan and Baluchestan, South Khorasan, Kerman, Hormozgan, Khuzestan, Isfahan, Khorasan Razavi",32.6538966,51.6659656,No,No,No,,,2021,,,2022,8,,4900000,4900000,,,,,,,88.92949348,"[{""adm1_code"":1543,""adm1_name"":""Esfahan""},{""adm1_code"":1547,""adm1_name"":""Khorasan""},{""adm1_code"":1548,""adm1_name"":""Hormozgan""},{""adm1_code"":1550,""adm1_name"":""Kerman""},{""adm1_code"":1551,""adm1_name"":""Khuzestan""},{""adm1_code"":1559,""adm1_name"":""Sistan-o baluchestan""}]",2021-08-13,2024-04-23,,
2021-9546-ETH,nat-cli-dro-dro,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Tigray, Afar and Amhara",14.0323336,38.3165725,Yes,No,No,,,2021,5,,2022,2,,6800000,6800000,,,,,,,88.92949348,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":1229,""adm1_name"":""Amhara""},{""adm1_code"":1237,""adm1_name"":""Tigray""}]",2021-08-27,2023-09-25,,
2021-9547-TUV,nat-cli-dro-dro,,TUV,Tuvalu,Polynesia,Oceania,"Funafuti with Nukufetau (central); Nanumea, Nanumaga, Niutao, Nui, Vaitupu (northern)",-8.5211471,179.1961926,No,No,No,,,2021,1,,2021,6,,10204,10204,,,,,,,88.92949348,"[{""adm1_code"":3103,""adm1_name"":""Administrative unit not available""}]",2021-08-27,2023-09-25,,
2021-9548-IRQ,nat-cli-dro-dro,,IRQ,Iraq,Western Asia,Asia,,,,No,No,No,,,2021,1,,2023,8,,7000000,7000000,,,,,,,88.92949348,,2021-08-27,2023-09-25,,
2021-9548-SYR,nat-cli-dro-dro,,SYR,Syrian Arab Republic,Western Asia,Asia,"Hasakah, Aleppo, Raqqa, Deir-ez-Zor, Homs",35.3318846,40.1242993,No,No,No,,,2021,1,,2022,7,,5500000,5500000,,,,,,,88.92949348,"[{""adm1_code"":2834,""adm1_name"":""Aleppo""},{""adm1_code"":2839,""adm1_name"":""Dayr_Az_Zor""},{""adm1_code"":2841,""adm1_name"":""Hassakeh""},{""adm1_code"":2842,""adm1_name"":""Homs""},{""adm1_code"":2845,""adm1_name"":""Raqqa""}]",2021-08-27,2023-09-25,,
2021-9569-BRA,nat-cli-dro-dro,,BRA,Brazil,Latin America and the Caribbean,Americas,Paraná River region,-27.16846701,-55.91577372,No,No,Yes,,,2021,1,,2021,12,,,,,,,,3000000,3373459,88.92949348,"[{""adm1_code"":680,""adm1_name"":""Parana""}]",2021-09-14,2023-09-25,,
2021-9639-SSD,nat-cli-dro-dro,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Aweil South (Northern Bahr el Gazzal State), Aweil East (Northern Bahr el Gazzal State), Gogrial West (Warrap State); Tonj South (Warrap State):",8.6661576,28.2058768,No,No,No,,,2021,,,2022,11,,7723670,7723670,,,,,,,88.92949348,"[{""adm2_code"":37077,""adm2_name"":""Aweil""},{""adm2_code"":37127,""adm2_name"":""Gogrial""},{""adm2_code"":37129,""adm2_name"":""Tonj""}]",2021-09-29,2023-09-25,,
2021-9786-ZWE,nat-cli-dro-dro,,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,"Matabeleland South, Manicaland, Masvingo,",-20.0719916,30.8343285,No,No,No,,,2021,8,,2022,2,,167500,167500,,,,,,,88.92949348,"[{""adm1_code"":3437,""adm1_name"":""Manicaland""},{""adm1_code"":3441,""adm1_name"":""Masvingo""},{""adm1_code"":3443,""adm1_name"":""Matabeleland South""}]",2021-12-08,2023-09-25,,
2021-9787-ZMB,nat-cli-dro-dro,,ZMB,Zambia,Sub-Saharan Africa,Africa,"Southern, Western, Central, Copper Belt, Eastern, Luapula, Lusaka, Muchinga, North western and Northern provinces",-15.4154677,28.2773267,No,No,No,,,2021,7,,2022,9,,1580000,1580000,,,,,,,88.92949348,"[{""adm1_code"":3426,""adm1_name"":""Central""},{""adm1_code"":3427,""adm1_name"":""Copperbelt""},{""adm1_code"":3428,""adm1_name"":""Eastern""},{""adm1_code"":3429,""adm1_name"":""Luapula""},{""adm1_code"":3430,""adm1_name"":""Lusaka""},{""adm1_code"":3431,""adm1_name"":""North-Western""},{""adm1_code"":3432,""adm1_name"":""Northern""},{""adm1_code"":3433,""adm1_name"":""Southern""},{""adm1_code"":3434,""adm1_name"":""Western""}]",2021-12-08,2023-09-25,,
2021-9846-USA,nat-cli-dro-dro,,USA,United States of America,Northern America,Americas,Nationwide,,,No,No,No,,,2021,1,1,2021,12,31,,,,,,,9000000,10120377,88.92949348,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3245,""adm1_name"":""New Mexico""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3258,""adm1_name"":""Utah""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3262,""adm1_name"":""West Virginia""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2022-01-25,2024-04-23,,
2021-9848-TZA,nat-cli-dro-dro,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Handeni, Longido, Mkinga, and Monduli",-2.7321938,36.6955402,No,No,No,,,2021,11,,2022,12,,2100000,2100000,,,,,,,88.92949348,"[{""adm2_code"":115037,""adm2_name"":""Monduli""},{""adm2_code"":115121,""adm2_name"":""Longido""},{""adm2_code"":115085,""adm2_name"":""Handeni""},{""adm2_code"":115105,""adm2_name"":""Mkinga""},{""adm2_code"":115110,""adm2_name"":""Handeni Township Authority""}]",2022-04-20,2024-04-23,,
2022-0001-CHN,nat-hyd-mmw-lan,,CHN,China,Eastern Asia,Asia,Bijie City (Guizhou Province),27.2984699,105.30504,No,No,No,,,2022,1,3,2022,1,3,,3,,,,,,,96.04634213,"[{""adm2_code"":13068,""adm2_name"":""Bijie""}]",2022-01-04,2023-09-25,,
2022-0002-IRN,nat-hyd-flo-flo,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Kerman, Fars, Khuzestan, Hormozgan, Bushehr, Sistan and Baluchestan ",27.5299906,60.5820676,No,No,No,,,2022,1,1,2022,1,4,20000,20014,,,,,,,96.04634213,"[{""adm1_code"":1540,""adm1_name"":""Bushehr""},{""adm1_code"":1544,""adm1_name"":""Fars""},{""adm1_code"":1548,""adm1_name"":""Hormozgan""},{""adm1_code"":1550,""adm1_name"":""Kerman""},{""adm1_code"":1551,""adm1_name"":""Khuzestan""},{""adm1_code"":1559,""adm1_name"":""Sistan-o baluchestan""}]",2022-01-05,2023-09-25,,
2022-0003-IND,tec-mis-mis-mis,Stampede,IND,India,Southern Asia,Asia,Near Jammu (Indian Kashmir),32.7266016,74.8570259,No,No,No,,,2022,1,1,2022,1,1,,,,,,,,,96.04634213,,2022-01-05,2023-09-25,,
2022-0004-CHN,nat-geo-ear-gro,,CHN,China,Eastern Asia,Asia,"Lijiang, Ninglang Yi, Yulong Naxi (Yunnan)",27.2819599,100.85198,No,No,No,,,2022,1,2,2022,1,2,29000,29030,,,,,54000,56223,96.04634213,"[{""adm1_code"":929,""adm1_name"":""Yunnan Sheng""}]",2022-01-05,2023-09-25,,
2022-0005-TZA,tec-tra-wat-wat,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Zanzibar,-6.165193,39.1989144,No,No,No,,,2022,1,4,2022,1,4,15,15,,,,,,,96.04634213,,2022-01-05,2023-09-25,,
2022-0007-USA,nat-met-sto-bli,,USA,United States of America,Northern America,Americas,"Maryland, Virginia, New Jersey, Washington D.C., Missouri, Tennessee, Georgia",38.9071923,-77.0368707,No,No,Yes,,,2022,1,2,2022,1,3,,,,,,,525000,546611,96.04634213,"[{""adm1_code"":3222,""adm1_name"":""District of Columbia""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2022-01-07,2023-09-25,,
2022-0009-ZAF,nat-hyd-flo-flo,,ZAF,South Africa,Sub-Saharan Africa,Africa,Eastern Cape Province,-32.2968402,26.419389,No,No,No,,,2022,1,8,2022,1,9,,,,,,,70000,72881,96.04634213,"[{""adm1_code"":77310,""adm1_name"":""Eastern Cape""}]",2022-01-12,2023-09-25,,
2022-0011-IDN,nat-hyd-flo-flo,,IDN,Indonesia,South-eastern Asia,Asia,Jayapura City (Papua Province); East Java,-2.5916025,140.6689995,No,No,No,,,2022,1,10,2022,1,11,6500,6500,,,,,,,96.04634213,"[{""adm2_code"":73685,""adm2_name"":""Jayapura""}]",2022-01-12,2023-09-25,,
2022-0012-IDN,nat-geo-ear-gro,,IDN,Indonesia,South-eastern Asia,Asia,Maluku Province,-3.2384616,130.1452734,No,No,No,,,2022,1,10,2022,1,10,300,302,,,,,,,96.04634213,"[{""adm1_code"":73615,""adm1_name"":""Maluku""}]",2022-01-12,2023-09-25,,
2022-0013-FJI,nat-met-sto-tro,Tropical storm 'Cody',FJI,Fiji,Melanesia,Oceania,"Tavua Town, Nadi City (Viti Levu)",-17.7806257,177.4298961,No,No,No,,,2022,1,8,2022,1,11,69564,69564,,,,,25000,26029,96.04634213,"[{""adm2_code"":40203,""adm2_name"":""Ba""}]",2022-01-12,2024-04-23,,
2022-0014-PAK,nat-met-sto-bli,,PAK,Pakistan,Southern Asia,Asia,Punjab Province,31.1704063,72.7097161,No,No,No,,,2022,1,7,2022,1,8,,,,,,,,,96.04634213,"[{""adm1_code"":2276,""adm1_name"":""Punjab""}]",2022-01-12,2023-09-25,,
2022-0017-ZAF,tec-tra-roa-roa,,ZAF,South Africa,Sub-Saharan Africa,Africa,Limpopo province,-23.4012946,29.4179324,No,No,No,,,2022,1,12,2022,1,12,,8,,,,,,,96.04634213,,2022-01-12,2023-09-25,,
2022-0018-TZA,tec-tra-roa-roa,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Mwanza,-2.5164305,32.9174517,No,No,No,,,2022,1,11,2022,1,11,,,,,,,,,96.04634213,,2022-01-12,2023-09-25,,
2022-0019-EGY,tec-tra-wat-wat,,EGY,Egypt,Northern Africa,Africa,,,,No,No,No,,,2022,1,11,2022,1,11,14,14,,,,,,,96.04634213,,2022-01-12,2023-09-25,,
2022-0020-BRA,nat-hyd-flo-flo,,BRA,Brazil,Latin America and the Caribbean,Americas,Minas Gerais,-17.930178,-43.7908453,No,No,No,,,2022,1,1,2022,1,14,,32,,,,,90000,93705,96.04634213,"[{""adm1_code"":677,""adm1_name"":""Minas Gerais""}]",2022-01-12,2023-09-25,,
2022-0021-EGY,tec-tra-roa-roa,,EGY,Egypt,Northern Africa,Africa,Near El-Tor (Sud Sinai),28.2410098,33.6229813,No,No,No,,,2022,1,8,2022,1,8,,17,,,,,,,96.04634213,,2022-01-12,2023-09-25,,
2022-0022-BGD,tec-mis-fir-fir,Refugee camp,BGD,Bangladesh,Southern Asia,Asia,,,,No,No,No,,,2022,1,9,2022,1,9,,5000,,,,,,,96.04634213,,2022-01-12,2023-09-25,,
2022-0024-USA,tec-mis-fir-fir,Building,USA,United States of America,Northern America,Americas,New York,40.7127753,-74.0059728,No,No,No,,,2022,1,9,2022,1,9,,63,,,,,,,96.04634213,,2022-01-12,2023-09-25,,
2022-0025-CHN,tec-mis-exp-exp,Mess,CHN,China,Eastern Asia,Asia,Chongqing municipality,29.5656843,106.5511838,No,No,No,,,2022,1,7,2022,1,7,,10,,,,,,,96.04634213,,2022-01-12,2023-09-25,,
2022-0026-PER,nat-geo-vol-ash,Hunga-Tonga-Hunga-Ha'apai ,PER,Peru,Latin America and the Caribbean,Americas,Ventanilla district,-11.8775146,-77.1286973,No,No,Yes,,,2022,1,15,2022,1,15,,,,,,,,,96.04634213,"[{""adm1_code"":2334,""adm1_name"":""Callao""}]",2022-01-21,2024-04-23,,
2022-0026-TON,nat-geo-vol-ash,Hunga-Tonga-Hunga-Ha'apai ,TON,Tonga,Polynesia,Oceania,Hunga Tonga-Hunga Ha’apai; Nuku’alofa; Uoleva; Uiha and Nomuka,-19.847234,-174.4041343,No,Yes,Yes,,,2022,1,15,2022,1,15,84176,84176,,,,,118000,122857,96.04634213,"[{""adm1_code"":2976,""adm1_name"":""Administrative unit not available""}]",2022-01-19,2024-04-23,,
2022-0027-AFG,nat-geo-ear-gro,,AFG,Afghanistan,Southern Asia,Asia,Qadis (Badghis province) Ghor and Hirat provinces,34.8550848,63.4862036,No,No,No,34.929,63.621,2022,1,17,2022,1,17,,4004,,,,,,,96.04634213,"[{""adm1_code"":280,""adm1_name"":""Ghor""},{""adm1_code"":282,""adm1_name"":""Hirat""},{""adm2_code"":99954,""adm2_name"":""Qadis""}]",2022-01-19,2023-09-25,,
2022-0028-MAR,tec-tra-wat-wat,Migrants,MAR,Morocco,Northern Africa,Africa,Tarfaya,27.9375382,-12.9262851,No,No,No,,,2022,1,16,2022,1,16,10,10,,,,,,,96.04634213,,2022-01-19,2023-09-25,,
2022-0030-PHL,tec-tra-roa-roa,,PHL,Philippines,South-eastern Asia,Asia,Mindanao,7.7306772,124.6510899,No,No,No,,,2022,1,13,2022,1,13,,,,,,,,,96.04634213,,2022-01-19,2023-09-25,,
2022-0031-CAF,tec-mis-fir-fir,Displacement camp,CAF,Central African Republic,Sub-Saharan Africa,Africa,Alindao,5.0378453,21.2099808,No,No,No,,,2022,1,11,2022,1,11,,4823,,,,,,,96.04634213,,2022-01-19,2023-09-25,,
2022-0032-MDG,nat-hyd-flo-flo,,MDG,Madagascar,Sub-Saharan Africa,Africa,Antananarivo (Analamanga Region),-18.9184607,47.5211293,No,No,No,,,2022,1,17,2022,1,18,62112,62114,,,,,,,96.04634213,"[{""adm2_code"":154522,""adm2_name"":""Antananarivo Atsimondrano""}]",2022-01-19,2023-09-25,,
2022-0034-SYR,nat-met-sto-bli,,SYR,Syrian Arab Republic,Western Asia,Asia,Afrin and Azaz district (Aleppo Governorate) and Harim district (Idleb Governorate),36.5439382,37.2115829,No,No,No,,,2022,1,18,2022,1,25,362700,362700,,,,,,,96.04634213,"[{""adm2_code"":26313,""adm2_name"":""A'zaz""},{""adm2_code"":26314,""adm2_name"":""Afrin""},{""adm2_code"":26364,""adm2_name"":""Harim""}]",2022-01-20,2023-09-25,,
2022-0035-ZAF,nat-hyd-flo-flo,,ZAF,South Africa,Sub-Saharan Africa,Africa,Ladysmith and Msinga (KwaZulu-Natal Province),-28.5607794,30.4357631,No,No,No,,,2022,1,15,2022,1,16,100,100,,,,,105000,109322,96.04634213,"[{""adm1_code"":77311,""adm1_name"":""KwaZulu-Natal""}]",2022-01-20,2024-10-28,,
2022-0037-URY,nat-hyd-flo-flo,,URY,Uruguay,Latin America and the Caribbean,Americas,"Montevideo Capital City, Canelones Municipality",-34.9055016,-56.1851147,No,No,No,,,2022,1,17,2022,1,18,160,160,,,,,,,96.04634213,"[{""adm1_code"":3266,""adm1_name"":""Canelones""},{""adm1_code"":3274,""adm1_name"":""Montevideo""}]",2022-01-20,2024-08-27,,
2022-0042-IDN,nat-geo-ear-gro,,IDN,Indonesia,South-eastern Asia,Asia,"Banten, Jawa Barat",-7.090911,107.668887,No,No,No,-6.86,105.289,2022,1,14,2022,1,14,13415,15390,,,,,23000,23947,96.04634213,"[{""adm1_code"":73610,""adm1_name"":""Banten""},{""adm1_code"":73613,""adm1_name"":""Jawa Barat""}]",2022-01-21,2024-04-23,,
2022-0043-ZMB,nat-hyd-flo-fla,,ZMB,Zambia,Sub-Saharan Africa,Africa,"Namwala, Kalomo and Choma Districts",-16.9664459,26.7612219,No,No,No,,,2022,1,11,2022,2,2,21582,21582,,,,,,,96.04634213,"[{""adm2_code"":65228,""adm2_name"":""Choma""},{""adm2_code"":65231,""adm2_name"":""Kalomo""},{""adm2_code"":65236,""adm2_name"":""Namwala""}]",2022-01-21,2023-09-25,,
2022-0043-ZWE,nat-hyd-flo-fla,,ZWE,Zimbabwe,Sub-Saharan Africa,Africa,Victoria Falls City (Matabeleland North Province),-17.9315803,25.8301677,No,No,No,,,2022,1,13,2022,1,21,,,,,,,,,96.04634213,"[{""adm1_code"":69549,""adm1_name"":""Matabeleland North""}]",2022-01-21,2023-09-25,,
2022-0044-IRN,nat-hyd-flo-flo,,IRN,Iran (Islamic Republic of),Southern Asia,Asia,Kerman province,29.4850089,57.6439048,No,No,No,,,2022,1,15,2022,1,21,18000,18001,,,,,,,96.04634213,"[{""adm1_code"":1550,""adm1_name"":""Kerman""}]",2022-01-21,2023-09-25,,
2022-0045-CHN,nat-geo-ear-gro,,CHN,China,Eastern Asia,Asia,"Gansu, Ningxia, Qinghai Province",36.6208699,101.7801099,No,No,No,37.828,101.29,2022,1,8,2022,1,8,26490,26499,,,,,541000,563270,96.04634213,"[{""adm1_code"":902,""adm1_name"":""Gansu Sheng""},{""adm1_code"":918,""adm1_name"":""Ningxia Huizu Zizhiqu""},{""adm1_code"":919,""adm1_name"":""Qinghai Sheng""}]",2022-01-21,2024-04-23,,
2022-0046-AUS,nat-hyd-flo-flo,,AUS,Australia,Australia and New Zealand,Oceania,Eastern Queensland,-22.575197,144.0847926,No,No,No,,,2022,1,8,2022,1,13,200,200,,,,,80000,83293,96.04634213,"[{""adm1_code"":473,""adm1_name"":""Queensland""}]",2022-01-21,2023-09-25,,
2022-0049-CMR,tec-mis-fir-fir,Liv's Night Club,CMR,Cameroon,Sub-Saharan Africa,Africa,Yaoundé,3.8616853,11.5202292,No,No,No,,,2022,1,22,2022,1,23,,8,,,,,,,96.04634213,,2022-01-24,2023-09-25,,
2022-0050-GHA,tec-tra-roa-roa,,GHA,Ghana,Sub-Saharan Africa,Africa,Apeate,,,No,No,No,,,2022,1,20,2022,1,20,3300,3359,,,,,,,96.04634213,,2022-01-24,2023-09-25,,
2022-0052-MDG,nat-met-sto-tro,Tropical storm 'Ana',MDG,Madagascar,Sub-Saharan Africa,Africa,Analamanga region,-18.382333,47.2923893,No,No,No,,,2022,1,22,2022,1,25,131555,131555,,,,,,,96.04634213,"[{""adm1_code"":41752,""adm1_name"":""Analamanga""}]",2022-01-27,2023-09-25,,
2022-0052-MOZ,nat-met-sto-tro,Tropical storm 'Ana',MOZ,Mozambique,Sub-Saharan Africa,Africa,"Nampula, Zambezia, Tete , Cabo Delgado, Sofala, Niassa provinces.",-12.904499,39.7038577,No,No,No,,,2022,1,24,2022,1,25,185429,185636,,,,,,,96.04634213,"[{""adm1_code"":2112,""adm1_name"":""Cabo Delgado""},{""adm1_code"":2118,""adm1_name"":""Nampula""},{""adm1_code"":2119,""adm1_name"":""Niassa""},{""adm1_code"":2120,""adm1_name"":""Sofala""},{""adm1_code"":2121,""adm1_name"":""Tete""},{""adm1_code"":2122,""adm1_name"":""Zambezia""}]",2022-01-27,2023-09-25,,
2022-0052-MWI,nat-met-sto-tro,Tropical storm 'Ana',MWI,Malawi,Sub-Saharan Africa,Africa,"Nsanje, Chikwawa districs",-16.9205934,35.253304,No,No,Yes,,,2022,1,22,2022,1,25,945728,945934,,,,,,,96.04634213,"[{""adm2_code"":19322,""adm2_name"":""Chikwawa""},{""adm2_code"":19328,""adm2_name"":""Nsanje""}]",2022-01-27,2023-09-25,,
2022-0052-ZWE,nat-met-sto-tro,Tropical storm 'Ana',ZWE,Zimbabwe,Sub-Saharan Africa,Africa,"Kariba, Hurungwe districts (Mashonaland West) ; Muzarabani district (tMashonaland Central); Mudzi, Chikomba districts (Mashonaland East); Masvingo rural, Chici districts (Masvingo); Mutasa, Chimanimani, Chipinge, Nyanga districts (Manicaland)",-16.779398,28.8596804,No,No,No,,,2022,1,25,2022,1,25,3000,3000,,,,,,,96.04634213,"[{""adm2_code"":33054,""adm2_name"":""Chimanimani""},{""adm2_code"":33055,""adm2_name"":""Chipinge""},{""adm2_code"":33058,""adm2_name"":""Mutasa""},{""adm2_code"":33059,""adm2_name"":""Nyanga""},{""adm2_code"":33061,""adm2_name"":""Centenary""},{""adm2_code"":33076,""adm2_name"":""Hurungwe""},{""adm2_code"":33078,""adm2_name"":""Kariba""},{""adm2_code"":33083,""adm2_name"":""Chivi""},{""adm2_code"":33085,""adm2_name"":""Masvingo""},{""adm2_code"":33070,""adm2_name"":""Mudzi""},{""adm2_code"":40749,""adm2_name"":""Chikomba""}]",2022-02-10,2024-04-23,,
2022-0053-UGA,nat-hyd-flo-fla,,UGA,Uganda,Sub-Saharan Africa,Africa,"Nyarusiza, Muramba and Bunagana (Kisoro District)",-1.2999998,29.6166668,No,No,No,,,2022,1,24,2022,1,27,1500,1500,,,,,,,96.04634213,"[{""adm1_code"":3125,""adm1_name"":""Kisoro""}]",2022-01-27,2023-09-25,,
2022-0055-RWA,nat-hyd-flo-flo,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Rubavu, Nyabihu, Ngorero, Muhanga, Huye, Rusizi and Gisagara",-1.8637655,29.6252858,No,No,No,,,2022,1,1,2022,1,27,750,787,,,,,,,96.04634213,"[{""adm2_code"":21980,""adm2_name"":""Gisagara""},{""adm2_code"":21981,""adm2_name"":""Huye""},{""adm2_code"":21987,""adm2_name"":""Muhanga""},{""adm2_code"":21990,""adm2_name"":""Ngororero""},{""adm2_code"":21991,""adm2_name"":""Nyabihu""},{""adm2_code"":21998,""adm2_name"":""Rubavu""},{""adm2_code"":22001,""adm2_name"":""Rusizi""}]",2022-01-27,2023-09-25,,
2022-0057-HTI,nat-geo-ear-gro,,HTI,Haiti,Latin America and the Caribbean,Americas,Nippes Department,18.3990735,-73.4180211,No,No,No,18.494,-73.3,2022,1,24,2022,1,24,15,1017,,,,,,,96.04634213,"[{""adm1_code"":72912,""adm1_name"":""Nippes""}]",2022-01-27,2023-09-25,,
2022-0058-PER,nat-hyd-flo-fla,,PER,Peru,Latin America and the Caribbean,Americas,Machu Picchu Pueblo District (Cusco Department),-13.1547062,-72.5254412,No,No,No,,,2022,1,21,2022,1,23,500,500,,,,,,,96.04634213,"[{""adm2_code"":24084,""adm2_name"":""Urubamba""}]",2022-01-27,2024-04-23,,
2022-0059-USA,tec-tra-wat-wat,Migrants,USA,United States of America,Northern America,Americas,Florida,27.6648274,-81.5157535,No,No,No,,,2022,1,27,2022,1,27,,,,,,,,,96.04634213,,2022-02-07,2023-09-25,,
2022-0060-AFG,nat-hyd-mmw-ava,,AFG,Afghanistan,Southern Asia,Asia,Kunar Province,34.8465893,71.097317,No,No,No,,,2022,2,7,2022,2,7,,,,,,,,,96.04634213,"[{""adm1_code"":288,""adm1_name"":""Kunar""}]",2022-02-07,2024-04-23,,
